IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
47.237.82.15,8080,8080,false,SIN,Asia Pacific,Singapore,17,0.00
8.222.164.209,2082,2082,false,SIN,Asia Pacific,Singapore,17,0.00
8.219.198.139,2052,2052,false,SIN,Asia Pacific,Singapore,17,0.00
8.219.113.232,2086,2086,false,SIN,Asia Pacific,Singapore,17,0.00
8.219.191.40,2082,2082,false,SIN,Asia Pacific,Singapore,17,0.00
47.237.83.20,80,80,false,SIN,Asia Pacific,Singapore,17,0.00
8.219.222.98,2052,2052,false,SIN,Asia Pacific,Singapore,17,0.00
8.219.42.72,8880,8880,false,SIN,Asia Pacific,Singapore,17,0.00
8.222.237.131,2095,2095,false,SIN,Asia Pacific,Singapore,17,0.00
47.236.117.48,2052,2052,false,SIN,Asia Pacific,Singapore,17,0.00
47.236.166.131,2095,2095,false,SIN,Asia Pacific,Singapore,17,0.00
8.219.6.150,2052,2052,false,SIN,Asia Pacific,Singapore,17,0.00
8.219.122.55,80,80,false,SIN,Asia Pacific,Singapore,17,0.00
47.236.146.249,2095,2095,false,SIN,Asia Pacific,Singapore,17,0.00
8.219.174.213,2052,2052,false,SIN,Asia Pacific,Singapore,17,0.00
47.237.14.220,8880,8880,false,SIN,Asia Pacific,Singapore,17,0.00
8.222.183.242,2052,2052,false,SIN,Asia Pacific,Singapore,18,0.00
8.219.177.205,8080,8080,false,SIN,Asia Pacific,Singapore,18,0.00
47.237.95.13,2095,2095,false,SIN,Asia Pacific,Singapore,18,0.00
8.219.174.213,2082,2082,false,SIN,Asia Pacific,Singapore,18,0.00
8.219.4.122,2086,2086,false,SIN,Asia Pacific,Singapore,18,0.00
47.236.180.51,8880,8880,false,SIN,Asia Pacific,Singapore,18,0.00
8.219.194.170,80,80,false,SIN,Asia Pacific,Singapore,18,0.00
8.219.120.87,8880,8880,false,SIN,Asia Pacific,Singapore,18,0.00
8.219.132.64,2052,2052,false,SIN,Asia Pacific,Singapore,18,0.00
8.219.191.40,2052,2052,false,SIN,Asia Pacific,Singapore,18,0.00
47.237.95.156,2095,2095,false,SIN,Asia Pacific,Singapore,18,0.00
8.219.106.156,80,80,false,SIN,Asia Pacific,Singapore,18,0.00
8.219.163.195,2052,2052,false,SIN,Asia Pacific,Singapore,18,0.00
8.222.237.131,8880,8880,false,SIN,Asia Pacific,Singapore,18,0.00
8.222.144.50,8880,8880,false,SIN,Asia Pacific,Singapore,18,0.00
8.219.67.133,2052,2052,false,SIN,Asia Pacific,Singapore,18,0.00
8.222.183.242,2095,2095,false,SIN,Asia Pacific,Singapore,18,0.00
47.236.123.133,8080,8080,false,SIN,Asia Pacific,Singapore,18,0.00
8.219.11.158,2086,2086,false,SIN,Asia Pacific,Singapore,18,0.00
8.222.137.192,2095,2095,false,SIN,Asia Pacific,Singapore,18,0.00
47.236.174.206,8880,8880,false,SIN,Asia Pacific,Singapore,18,0.00
47.236.169.15,8880,8880,false,SIN,Asia Pacific,Singapore,18,0.00
47.236.5.223,80,80,false,SIN,Asia Pacific,Singapore,18,0.00
47.237.4.233,80,80,false,SIN,Asia Pacific,Singapore,18,0.00
47.236.202.91,8880,8880,false,SIN,Asia Pacific,Singapore,18,0.00
47.236.146.249,80,80,false,SIN,Asia Pacific,Singapore,18,0.00
8.219.0.162,2086,2086,false,SIN,Asia Pacific,Singapore,18,0.00
47.236.17.193,2095,2095,false,SIN,Asia Pacific,Singapore,18,0.00
8.219.117.198,2082,2082,false,SIN,Asia Pacific,Singapore,18,0.00
8.219.113.232,8880,8880,false,SIN,Asia Pacific,Singapore,18,0.00
8.219.87.30,2086,2086,false,SIN,Asia Pacific,Singapore,18,0.00
8.219.103.65,80,80,false,SIN,Asia Pacific,Singapore,18,0.00
47.237.81.112,2082,2082,false,SIN,Asia Pacific,Singapore,18,0.00
8.219.103.65,2086,2086,false,SIN,Asia Pacific,Singapore,18,0.00
47.236.123.133,8880,8880,false,SIN,Asia Pacific,Singapore,18,0.00
8.219.191.110,8880,8880,false,SIN,Asia Pacific,Singapore,18,0.00
47.236.205.188,2086,2086,false,SIN,Asia Pacific,Singapore,18,0.00
47.236.9.152,2095,2095,false,SIN,Asia Pacific,Singapore,18,0.00
47.236.180.51,8080,8080,false,SIN,Asia Pacific,Singapore,18,0.00
8.219.237.250,8880,8880,false,SIN,Asia Pacific,Singapore,18,0.00
8.219.67.133,2095,2095,false,SIN,Asia Pacific,Singapore,18,0.00
8.219.104.37,8880,8880,false,SIN,Asia Pacific,Singapore,18,0.00
8.219.170.232,8080,8080,false,SIN,Asia Pacific,Singapore,18,0.00
8.222.208.38,8880,8880,false,SIN,Asia Pacific,Singapore,18,0.00
8.219.209.14,8880,8880,false,SIN,Asia Pacific,Singapore,18,0.00
47.236.52.169,80,80,false,SIN,Asia Pacific,Singapore,18,0.00
8.219.193.202,8080,8080,false,SIN,Asia Pacific,Singapore,18,0.00
47.236.123.133,2095,2095,false,SIN,Asia Pacific,Singapore,18,0.00
8.219.107.135,8080,8080,false,SIN,Asia Pacific,Singapore,18,0.00
8.219.198.34,2082,2082,false,SIN,Asia Pacific,Singapore,18,0.00
47.237.86.185,2082,2082,false,SIN,Asia Pacific,Singapore,18,0.00
8.219.248.47,2052,2052,false,SIN,Asia Pacific,Singapore,18,0.00
8.219.4.122,2052,2052,false,SIN,Asia Pacific,Singapore,18,0.00
47.237.86.185,8880,8880,false,SIN,Asia Pacific,Singapore,18,0.00
47.236.253.41,2082,2082,false,SIN,Asia Pacific,Singapore,18,0.00
8.219.67.133,8080,8080,false,SIN,Asia Pacific,Singapore,18,0.00
47.237.92.26,80,80,false,SIN,Asia Pacific,Singapore,18,0.00
47.236.158.158,80,80,false,SIN,Asia Pacific,Singapore,18,0.00
47.236.180.51,2086,2086,false,SIN,Asia Pacific,Singapore,18,0.00
47.237.100.206,8080,8080,false,SIN,Asia Pacific,Singapore,18,0.00
47.236.238.103,80,80,false,SIN,Asia Pacific,Singapore,18,0.00
47.236.165.25,8080,8080,false,SIN,Asia Pacific,Singapore,18,0.00
8.219.11.158,2095,2095,false,SIN,Asia Pacific,Singapore,18,0.00
8.219.40.37,8880,8880,false,SIN,Asia Pacific,Singapore,18,0.00
47.236.144.156,2082,2082,false,SIN,Asia Pacific,Singapore,18,0.00
8.219.86.200,2086,2086,false,SIN,Asia Pacific,Singapore,18,0.00
8.219.60.54,8080,8080,false,SIN,Asia Pacific,Singapore,18,0.00
47.237.92.26,80,80,false,SIN,Asia Pacific,Singapore,18,0.00
8.219.198.34,2052,2052,false,SIN,Asia Pacific,Singapore,18,0.00
47.236.102.102,80,80,false,SIN,Asia Pacific,Singapore,18,0.00
47.236.169.15,2095,2095,false,SIN,Asia Pacific,Singapore,18,0.00
47.236.237.90,8880,8880,false,SIN,Asia Pacific,Singapore,18,0.00
8.219.199.220,8080,8080,false,SIN,Asia Pacific,Singapore,19,0.00
8.219.193.202,8880,8880,false,SIN,Asia Pacific,Singapore,19,0.00
8.219.93.5,8080,8080,false,SIN,Asia Pacific,Singapore,19,0.00
8.219.199.220,2082,2082,false,SIN,Asia Pacific,Singapore,19,0.00
8.219.106.156,2082,2082,false,SIN,Asia Pacific,Singapore,19,0.00
8.219.222.98,8880,8880,false,SIN,Asia Pacific,Singapore,19,0.00
47.237.95.146,2086,2086,false,SIN,Asia Pacific,Singapore,19,0.00
47.236.169.164,8880,8880,false,SIN,Asia Pacific,Singapore,19,0.00
47.237.86.185,2095,2095,false,SIN,Asia Pacific,Singapore,19,0.00
8.219.111.175,80,80,false,SIN,Asia Pacific,Singapore,19,0.00
8.222.237.131,2095,2095,false,SIN,Asia Pacific,Singapore,19,0.00
8.219.163.195,80,80,false,SIN,Asia Pacific,Singapore,19,0.00
8.219.42.72,2082,2082,false,SIN,Asia Pacific,Singapore,19,0.00
47.237.95.13,80,80,false,SIN,Asia Pacific,Singapore,19,0.00
47.237.92.26,8080,8080,false,SIN,Asia Pacific,Singapore,19,0.00
47.236.123.133,2086,2086,false,SIN,Asia Pacific,Singapore,19,0.00
8.219.104.37,2082,2082,false,SIN,Asia Pacific,Singapore,19,0.00
8.219.147.58,80,80,false,SIN,Asia Pacific,Singapore,19,0.00
8.219.50.180,2086,2086,false,SIN,Asia Pacific,Singapore,19,0.00
8.219.87.30,2095,2095,false,SIN,Asia Pacific,Singapore,19,0.00
8.219.132.64,8080,8080,false,SIN,Asia Pacific,Singapore,19,0.00
8.219.189.143,2052,2052,false,SIN,Asia Pacific,Singapore,19,0.00
8.222.184.198,2082,2082,false,SIN,Asia Pacific,Singapore,19,0.00
8.219.4.122,8080,8080,false,SIN,Asia Pacific,Singapore,19,0.00
8.219.78.1,2082,2082,false,SIN,Asia Pacific,Singapore,19,0.00
47.236.75.113,2086,2086,false,SIN,Asia Pacific,Singapore,19,0.00
8.219.229.190,2086,2086,false,SIN,Asia Pacific,Singapore,19,0.00
47.236.130.95,2052,2052,false,SIN,Asia Pacific,Singapore,19,0.00
47.236.158.158,8880,8880,false,SIN,Asia Pacific,Singapore,19,0.00
8.219.235.164,2082,2082,false,SIN,Asia Pacific,Singapore,19,0.00
8.219.78.1,2086,2086,false,SIN,Asia Pacific,Singapore,19,0.00
8.219.78.1,2052,2052,false,SIN,Asia Pacific,Singapore,19,0.00
8.219.100.168,2052,2052,false,SIN,Asia Pacific,Singapore,19,0.00
47.236.117.48,2082,2082,false,SIN,Asia Pacific,Singapore,19,0.00
47.237.81.112,2086,2086,false,SIN,Asia Pacific,Singapore,19,0.00
47.236.254.120,8080,8080,false,SIN,Asia Pacific,Singapore,19,0.00
8.222.167.147,2095,2095,false,SIN,Asia Pacific,Singapore,19,0.00
8.219.60.54,8880,8880,false,SIN,Asia Pacific,Singapore,19,0.00
8.222.191.138,8080,8080,false,SIN,Asia Pacific,Singapore,19,0.00
47.236.170.54,2052,2052,false,SIN,Asia Pacific,Singapore,19,0.00
8.219.86.200,2086,2086,false,SIN,Asia Pacific,Singapore,19,0.00
8.219.97.50,2086,2086,false,SIN,Asia Pacific,Singapore,19,0.00
8.219.103.65,2095,2095,false,SIN,Asia Pacific,Singapore,19,0.00
47.245.105.224,2082,2082,false,SIN,Asia Pacific,Singapore,19,0.00
8.219.98.13,2095,2095,false,SIN,Asia Pacific,Singapore,19,0.00
47.237.95.13,2095,2095,false,SIN,Asia Pacific,Singapore,19,0.00
8.219.132.64,2095,2095,false,SIN,Asia Pacific,Singapore,19,0.00
8.219.106.156,2095,2095,false,SIN,Asia Pacific,Singapore,19,0.00
8.219.142.191,2095,2095,false,SIN,Asia Pacific,Singapore,19,0.00
8.222.167.147,8080,8080,false,SIN,Asia Pacific,Singapore,19,0.00
47.236.205.188,2082,2082,false,SIN,Asia Pacific,Singapore,19,0.00
8.219.4.122,2095,2095,false,SIN,Asia Pacific,Singapore,19,0.00
47.236.189.92,2052,2052,false,SIN,Asia Pacific,Singapore,19,0.00
47.236.17.193,80,80,false,SIN,Asia Pacific,Singapore,19,0.00
8.219.67.133,2082,2082,false,SIN,Asia Pacific,Singapore,19,0.00
8.219.51.211,80,80,false,SIN,Asia Pacific,Singapore,19,0.00
47.236.170.225,2082,2082,false,SIN,Asia Pacific,Singapore,19,0.00
8.219.210.64,2095,2095,false,SIN,Asia Pacific,Singapore,19,0.00
8.219.0.162,2052,2052,false,SIN,Asia Pacific,Singapore,19,0.00
47.236.168.17,8880,8880,false,SIN,Asia Pacific,Singapore,19,0.00
47.236.166.131,8880,8880,false,SIN,Asia Pacific,Singapore,19,0.00
8.219.111.147,80,80,false,SIN,Asia Pacific,Singapore,19,0.00
8.219.78.188,2052,2052,false,SIN,Asia Pacific,Singapore,19,0.00
8.219.42.72,2052,2052,false,SIN,Asia Pacific,Singapore,19,0.00
8.219.78.188,8080,8080,false,SIN,Asia Pacific,Singapore,20,0.00
47.236.10.100,2052,2052,false,SIN,Asia Pacific,Singapore,20,0.00
8.219.177.205,8880,8880,false,SIN,Asia Pacific,Singapore,20,0.00
8.219.113.232,2052,2052,false,SIN,Asia Pacific,Singapore,20,0.00
8.219.235.164,80,80,false,SIN,Asia Pacific,Singapore,20,0.00
8.219.201.245,80,80,false,SIN,Asia Pacific,Singapore,20,0.00
8.222.237.131,8880,8880,false,SIN,Asia Pacific,Singapore,20,0.00
8.219.78.188,2082,2082,false,SIN,Asia Pacific,Singapore,20,0.00
8.219.111.175,2095,2095,false,SIN,Asia Pacific,Singapore,20,0.00
8.219.142.191,2086,2086,false,SIN,Asia Pacific,Singapore,20,0.00
47.236.169.141,8880,8880,false,SIN,Asia Pacific,Singapore,20,0.00
8.219.97.50,80,80,false,SIN,Asia Pacific,Singapore,20,0.00
8.219.60.54,8880,8880,false,SIN,Asia Pacific,Singapore,20,0.00
47.237.10.1,8080,8080,false,SIN,Asia Pacific,Singapore,20,0.00
8.219.229.190,8880,8880,false,SIN,Asia Pacific,Singapore,20,0.00
8.219.124.227,2086,2086,false,SIN,Asia Pacific,Singapore,20,0.00
47.237.100.206,8880,8880,false,SIN,Asia Pacific,Singapore,20,0.00
8.219.77.222,2086,2086,false,SIN,Asia Pacific,Singapore,20,0.00
8.219.100.168,2086,2086,false,SIN,Asia Pacific,Singapore,20,0.00
47.237.8.82,8880,8880,false,SIN,Asia Pacific,Singapore,20,0.00
47.237.84.173,2095,2095,false,SIN,Asia Pacific,Singapore,20,0.00
8.219.1.92,2052,2052,false,SIN,Asia Pacific,Singapore,20,0.00
47.237.100.206,8080,8080,false,SIN,Asia Pacific,Singapore,20,0.00
8.219.40.37,2086,2086,false,SIN,Asia Pacific,Singapore,20,0.00
8.219.161.129,8080,8080,false,SIN,Asia Pacific,Singapore,20,0.00
8.222.208.38,2086,2086,false,SIN,Asia Pacific,Singapore,20,0.00
47.237.95.146,80,80,false,SIN,Asia Pacific,Singapore,20,0.00
8.219.98.13,8080,8080,false,SIN,Asia Pacific,Singapore,20,0.00
8.222.144.50,8880,8880,false,SIN,Asia Pacific,Singapore,20,0.00
8.219.200.145,2086,2086,false,SIN,Asia Pacific,Singapore,20,0.00
8.219.198.139,2082,2082,false,SIN,Asia Pacific,Singapore,20,0.00
47.236.150.13,2052,2052,false,SIN,Asia Pacific,Singapore,20,0.00
47.245.114.163,2082,2082,false,SIN,Asia Pacific,Singapore,20,0.00
47.237.82.15,8080,8080,false,SIN,Asia Pacific,Singapore,20,0.00
8.219.40.37,80,80,false,SIN,Asia Pacific,Singapore,20,0.00
47.236.172.95,8080,8080,false,SIN,Asia Pacific,Singapore,20,0.00
8.222.162.45,8080,8080,false,SIN,Asia Pacific,Singapore,20,0.00
47.236.158.158,80,80,false,SIN,Asia Pacific,Singapore,20,0.00
8.219.84.214,2086,2086,false,SIN,Asia Pacific,Singapore,20,0.00
8.219.83.71,2086,2086,false,SIN,Asia Pacific,Singapore,20,0.00
8.219.248.47,2095,2095,false,SIN,Asia Pacific,Singapore,20,0.00
8.219.117.198,2086,2086,false,SIN,Asia Pacific,Singapore,20,0.00
8.219.174.142,80,80,false,SIN,Asia Pacific,Singapore,20,0.00
47.236.117.48,2052,2052,false,SIN,Asia Pacific,Singapore,20,0.00
8.219.98.13,80,80,false,SIN,Asia Pacific,Singapore,20,0.00
8.219.170.232,2082,2082,false,SIN,Asia Pacific,Singapore,20,0.00
8.219.50.180,2052,2052,false,SIN,Asia Pacific,Singapore,20,0.00
47.236.102.102,2086,2086,false,SIN,Asia Pacific,Singapore,20,0.00
8.219.110.81,8880,8880,false,SIN,Asia Pacific,Singapore,20,0.00
8.222.180.86,80,80,false,SIN,Asia Pacific,Singapore,20,0.00
47.237.94.140,8080,8080,false,SIN,Asia Pacific,Singapore,20,0.00
47.236.123.133,2052,2052,false,SIN,Asia Pacific,Singapore,20,0.00
8.219.67.133,2086,2086,false,SIN,Asia Pacific,Singapore,20,0.00
8.222.244.192,2052,2052,false,SIN,Asia Pacific,Singapore,20,0.00
8.219.114.201,8880,8880,false,SIN,Asia Pacific,Singapore,20,0.00
47.236.168.17,2086,2086,false,SIN,Asia Pacific,Singapore,20,0.00
47.237.95.156,2086,2086,false,SIN,Asia Pacific,Singapore,20,0.00
8.222.181.117,2082,2082,false,SIN,Asia Pacific,Singapore,20,0.00
8.219.147.58,2086,2086,false,SIN,Asia Pacific,Singapore,20,0.00
47.236.202.91,8080,8080,false,SIN,Asia Pacific,Singapore,20,0.00
8.219.139.13,2052,2052,false,SIN,Asia Pacific,Singapore,20,0.00
47.236.145.85,8880,8880,false,SIN,Asia Pacific,Singapore,20,0.00
47.236.145.85,2095,2095,false,SIN,Asia Pacific,Singapore,20,0.00
8.219.174.142,8080,8080,false,SIN,Asia Pacific,Singapore,20,0.00
47.236.232.148,2052,2052,false,SIN,Asia Pacific,Singapore,20,0.00
8.222.137.192,2082,2082,false,SIN,Asia Pacific,Singapore,20,0.00
8.219.199.220,2052,2052,false,SIN,Asia Pacific,Singapore,21,0.00
47.245.86.230,8080,8080,false,SIN,Asia Pacific,Singapore,21,0.00
47.236.87.246,2052,2052,false,SIN,Asia Pacific,Singapore,21,0.00
8.222.137.192,2095,2095,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.210.57,2086,2086,false,SIN,Asia Pacific,Singapore,21,0.00
47.236.171.205,2052,2052,false,SIN,Asia Pacific,Singapore,21,0.00
8.222.249.190,8080,8080,false,SIN,Asia Pacific,Singapore,21,0.00
8.222.146.222,2052,2052,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.161.129,2095,2095,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.147.58,2095,2095,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.5.10,80,80,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.200.145,2082,2082,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.107.135,8880,8880,false,SIN,Asia Pacific,Singapore,21,0.00
47.237.92.26,2052,2052,false,SIN,Asia Pacific,Singapore,21,0.00
47.236.5.223,8080,8080,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.201.8,2082,2082,false,SIN,Asia Pacific,Singapore,21,0.00
47.236.170.225,2095,2095,false,SIN,Asia Pacific,Singapore,21,0.00
47.236.104.11,2095,2095,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.191.110,8080,8080,false,SIN,Asia Pacific,Singapore,21,0.00
47.236.164.215,8880,8880,false,SIN,Asia Pacific,Singapore,21,0.00
47.236.254.120,2095,2095,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.104.37,2095,2095,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.191.40,80,80,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.78.1,2095,2095,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.229.190,2052,2052,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.83.201,8880,8880,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.194.170,2095,2095,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.0.48,8080,8080,false,SIN,Asia Pacific,Singapore,21,0.00
47.236.145.85,2052,2052,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.86.200,2052,2052,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.106.156,2086,2086,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.200.145,2082,2082,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.87.30,8880,8880,false,SIN,Asia Pacific,Singapore,21,0.00
47.245.105.224,2052,2052,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.235.164,2082,2082,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.97.50,2052,2052,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.132.64,2082,2082,false,SIN,Asia Pacific,Singapore,21,0.00
8.222.215.228,8880,8880,false,SIN,Asia Pacific,Singapore,21,0.00
8.222.181.117,2095,2095,false,SIN,Asia Pacific,Singapore,21,0.00
47.237.94.140,2095,2095,false,SIN,Asia Pacific,Singapore,21,0.00
47.237.94.140,2086,2086,false,SIN,Asia Pacific,Singapore,21,0.00
47.236.121.23,8880,8880,false,SIN,Asia Pacific,Singapore,21,0.00
47.236.144.156,2095,2095,false,SIN,Asia Pacific,Singapore,21,0.00
8.222.164.209,8880,8880,false,SIN,Asia Pacific,Singapore,21,0.00
47.236.172.95,2095,2095,false,SIN,Asia Pacific,Singapore,21,0.00
47.236.169.164,8080,8080,false,SIN,Asia Pacific,Singapore,21,0.00
47.236.253.41,2082,2082,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.132.64,2086,2086,false,SIN,Asia Pacific,Singapore,21,0.00
8.222.215.228,8080,8080,false,SIN,Asia Pacific,Singapore,21,0.00
47.236.253.41,8880,8880,false,SIN,Asia Pacific,Singapore,21,0.00
47.236.202.91,80,80,false,SIN,Asia Pacific,Singapore,21,0.00
47.236.146.249,2052,2052,false,SIN,Asia Pacific,Singapore,21,0.00
47.236.5.223,8880,8880,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.191.110,2052,2052,false,SIN,Asia Pacific,Singapore,21,0.00
47.236.83.239,2095,2095,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.111.175,2086,2086,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.113.232,2095,2095,false,SIN,Asia Pacific,Singapore,21,0.00
8.222.174.108,2082,2082,false,SIN,Asia Pacific,Singapore,21,0.00
47.236.144.48,8080,8080,false,SIN,Asia Pacific,Singapore,21,0.00
8.222.160.176,80,80,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.174.213,8880,8880,false,SIN,Asia Pacific,Singapore,21,0.00
47.236.118.216,8880,8880,false,SIN,Asia Pacific,Singapore,21,0.00
8.222.167.147,2082,2082,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.93.5,2095,2095,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.42.72,80,80,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.201.245,2052,2052,false,SIN,Asia Pacific,Singapore,21,0.00
47.237.100.206,2086,2086,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.60.54,80,80,false,SIN,Asia Pacific,Singapore,21,0.00
47.236.83.239,2086,2086,false,SIN,Asia Pacific,Singapore,21,0.00
47.236.158.158,2052,2052,false,SIN,Asia Pacific,Singapore,21,0.00
47.236.130.95,2086,2086,false,SIN,Asia Pacific,Singapore,22,0.00
8.219.77.222,80,80,false,SIN,Asia Pacific,Singapore,22,0.00
47.237.0.31,2086,2086,false,SIN,Asia Pacific,Singapore,22,0.00
8.219.49.65,2052,2052,false,SIN,Asia Pacific,Singapore,22,0.00
8.219.200.145,2095,2095,false,SIN,Asia Pacific,Singapore,22,0.00
47.236.189.92,8080,8080,false,SIN,Asia Pacific,Singapore,22,0.00
8.219.170.232,2086,2086,false,SIN,Asia Pacific,Singapore,22,0.00
47.237.14.220,2082,2082,false,SIN,Asia Pacific,Singapore,22,0.00
8.219.83.201,2086,2086,false,SIN,Asia Pacific,Singapore,22,0.00
47.236.10.182,8880,8880,false,SIN,Asia Pacific,Singapore,22,0.00
8.219.113.232,8080,8080,false,SIN,Asia Pacific,Singapore,22,0.00
8.219.174.142,2086,2086,false,SIN,Asia Pacific,Singapore,22,0.00
8.219.198.139,2086,2086,false,SIN,Asia Pacific,Singapore,22,0.00
8.219.50.180,2082,2082,false,SIN,Asia Pacific,Singapore,22,0.00
8.222.174.108,2082,2082,false,SIN,Asia Pacific,Singapore,22,0.00
47.236.158.158,2095,2095,false,SIN,Asia Pacific,Singapore,22,0.00
8.219.98.13,2052,2052,false,SIN,Asia Pacific,Singapore,22,0.00
8.219.132.64,8080,8080,false,SIN,Asia Pacific,Singapore,22,0.00
8.219.210.57,2082,2082,false,SIN,Asia Pacific,Singapore,22,0.00
8.219.209.14,2095,2095,false,SIN,Asia Pacific,Singapore,22,0.00
47.237.83.20,80,80,false,SIN,Asia Pacific,Singapore,22,0.00
47.236.165.25,2086,2086,false,SIN,Asia Pacific,Singapore,22,0.00
47.236.174.206,2082,2082,false,SIN,Asia Pacific,Singapore,22,0.00
8.219.86.200,2052,2052,false,SIN,Asia Pacific,Singapore,22,0.00
47.236.144.48,2052,2052,false,SIN,Asia Pacific,Singapore,22,0.00
8.219.97.50,2086,2086,false,SIN,Asia Pacific,Singapore,22,0.00
8.222.179.231,2086,2086,false,SIN,Asia Pacific,Singapore,22,0.00
8.219.240.160,8080,8080,false,SIN,Asia Pacific,Singapore,22,0.00
8.219.111.147,2086,2086,false,SIN,Asia Pacific,Singapore,22,0.00
8.219.83.201,2082,2082,false,SIN,Asia Pacific,Singapore,22,0.00
8.219.210.64,2082,2082,false,SIN,Asia Pacific,Singapore,22,0.00
47.236.123.133,2082,2082,false,SIN,Asia Pacific,Singapore,22,0.00
8.219.107.135,8880,8880,false,SIN,Asia Pacific,Singapore,22,0.00
8.219.110.81,8080,8080,false,SIN,Asia Pacific,Singapore,22,0.00
8.219.200.145,80,80,false,SIN,Asia Pacific,Singapore,22,0.00
47.236.253.41,8080,8080,false,SIN,Asia Pacific,Singapore,22,0.00
47.245.102.52,2086,2086,false,SIN,Asia Pacific,Singapore,22,0.00
47.237.81.112,8880,8880,false,SIN,Asia Pacific,Singapore,22,0.00
8.219.104.37,2086,2086,false,SIN,Asia Pacific,Singapore,22,0.00
8.219.77.222,2082,2082,false,SIN,Asia Pacific,Singapore,22,0.00
8.219.248.47,8880,8880,false,SIN,Asia Pacific,Singapore,22,0.00
8.219.87.30,2082,2082,false,SIN,Asia Pacific,Singapore,22,0.00
8.219.78.1,80,80,false,SIN,Asia Pacific,Singapore,22,0.00
47.236.130.95,80,80,false,SIN,Asia Pacific,Singapore,22,0.00
47.236.144.196,80,80,false,SIN,Asia Pacific,Singapore,22,0.00
8.219.191.40,8080,8080,false,SIN,Asia Pacific,Singapore,22,0.00
47.236.144.156,2095,2095,false,SIN,Asia Pacific,Singapore,22,0.00
8.219.237.250,2082,2082,false,SIN,Asia Pacific,Singapore,22,0.00
8.219.198.34,2086,2086,false,SIN,Asia Pacific,Singapore,22,0.00
8.222.167.147,8880,8880,false,SIN,Asia Pacific,Singapore,22,0.00
47.236.144.156,2052,2052,false,SIN,Asia Pacific,Singapore,22,0.00
8.222.137.192,2082,2082,false,SIN,Asia Pacific,Singapore,22,0.00
47.236.9.152,80,80,false,SIN,Asia Pacific,Singapore,22,0.00
47.236.253.41,2095,2095,false,SIN,Asia Pacific,Singapore,22,0.00
8.222.244.192,2086,2086,false,SIN,Asia Pacific,Singapore,22,0.00
